"Libellé";"idBank";"Période";"2001-T4";"2002-T1";"2002-T2";"2002-T3";"2002-T4";"2003-T1";"2003-T2";"2003-T3";"2003-T4";"2004-T1";"2004-T2";"2004-T3";"2004-T4";"2005-T1";"2005-T2";"2005-T3";"2005-T4";"2006-T1";"2006-T2";"2006-T3";"2006-T4";"2007-T1";"2007-T2";"2007-T3";"2007-T4";"2008-T1";"2008-T2";"2008-T3";"2008-T4";"2009-T1";"2009-T2";"2009-T3";"2009-T4";"2010-T1";"2010-T2";"2010-T3";"2010-T4";"2011-T1";"2011-T2";"2011-T3";"2011-T4";"2012-T1";"2012-T2";"2012-T3";"2012-T4";"2013-T1";"2013-T2";"2013-T3";"2013-T4";"2014-T1";"2014-T2";"2014-T3";"2014-T4";"2015-T1";"2015-T2";"2015-T3";"2015-T4";"2016-T1";"2016-T2";"2016-T3";"2016-T4";"2017-T1";"2017-T2";"2017-T3";"2017-T4";"2018-T1";"2018-T2";"2018-T3";"2018-T4";"2019-T1";"2019-T2"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A17-AZ) - Bourgogne-Franche-Comté";"010567534";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14692";"15132";"14960";"14295";"16067";"15875";"15811";"16119";"16076";"16337";"16746";"19242";"16135";"16718";"16863";"16195";"16529";"16236";"16771";"15116";"16762";"16148";"16695";"25663";"17178";"17766";"17804";"18534";"17623";"17919";"17953";"18330";"18311";"18577";"18857"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A17-AZ) - Normandie";"010567535";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13088";"13287";"13702";"13756";"13508";"13953";"13743";"13239";"13944";"14122";"14200";"14081";"14502";"14632";"14979";"14906";"14952";"14995";"15217";"15225";"15220";"15127";"15269";"15004";"15476";"15361";"15458";"15430";"15393";"15570";"15610";"15674";"15787";"15865";"16027"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A17-AZ) - Hauts-de-France";"010567536";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20702";"20900";"21138";"21191";"20998";"21217";"20657";"19337";"20383";"20647";"20471";"20460";"20947";"20811";"21083";"20276";"20695";"20656";"21456";"21171";"21001";"20370";"20924";"21531";"21050";"21079";"20916";"21027";"20839";"21034";"21051";"21087";"21155";"21167";"21360"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A17-AZ) - Grand Est";"010567537";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24729";"25134";"23718";"24357";"25876";"25937";"25800";"24917";"26390";"26077";"26510";"24391";"25531";"27446";"27018";"28458";"26728";"26539";"27728";"28406";"27135";"26257";"29129";"29593";"27083";"28293";"27616";"27433";"27663";"28655";"28169";"28176";"28608";"29002";"28900"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A17-AZ) - Nouvelle-Aquitaine";"010567540";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52843";"52764";"51865";"58789";"55604";"55813";"56220";"52371";"56316";"57932";"57296";"56426";"58762";"59522";"59786";"58466";"58761";"58767";"60240";"62638";"60718";"58956";"60472";"59188";"59943";"59141";"59116";"60209";"60286";"60350";"61049";"60489";"60130";"60017";"60040"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A17-AZ) - Occitanie";"010567541";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27056";"26054";"25352";"26592";"27585";"28324";"28041";"24816";"28225";"26456";"27926";"27789";"27338";"28296";"27928";"28314";"28005";"27938";"28829";"27401";"28659";"28407";"28891";"28880";"29761";"31037";"30145";"30252";"30329";"30098";"31033";"30609";"31190";"31213";"31443"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A17-AZ) - Auvergne-Rhône-Alpes";"010567542";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20987";"20921";"22332";"21467";"21051";"21307";"20588";"21913";"21715";"21651";"21127";"21054";"22573";"23117";"23198";"22028";"22867";"22744";"22869";"20532";"23422";"23085";"23181";"24566";"23656";"25110";"25562";"25184";"25157";"25389";"25699";"25912";"26025";"26328";"26790"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A17-AZ) - France métropolitaine";"010599700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"262456";"261706";"261300";"265941";"267756";"270568";"268426";"253765";"272493";"272209";"272144";"273203";"278797";"284784";"285592";"284457";"281865";"280752";"289206";"286317";"287697";"281952";"290128";"298881";"289425";"295183";"293692";"294434";"294004";"297000";"298764";"298985";"299995";"301443";"303344"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A17-OQ) - Bourgogne-Franche-Comté";"010567762";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"339425";"339069";"338714";"338529";"339666";"338872";"338057";"338245";"338026";"339272";"339499";"340324";"342038";"342039";"341858";"341565";"341036";"341718";"342483";"341690";"340637";"339970";"341651";"342108";"341042";"341656";"341557";"340957";"340197";"339290";"337975";"337550";"337565";"336866";"337832"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A17-OQ) - Normandie";"010567763";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"386564";"385662";"385986";"385429";"385061";"386213";"387394";"387982";"387677";"388346";"387570";"389216";"389269";"389975";"390220";"391605";"391474";"391895";"392610";"391330";"391380";"391957";"391637";"392294";"391994";"391899";"391536";"390842";"389291";"389346";"388079";"386969";"387707";"387280";"387916"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A17-OQ) - Hauts-de-France";"010567764";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"706789";"707548";"706862";"706322";"705688";"707595";"707540";"708689";"707841";"706099";"708122";"710974";"715558";"718177";"717790";"717262";"720717";"719777";"720250";"720562";"720839";"719858";"719393";"720990";"721491";"721759";"721823";"720021";"715153";"715713";"711443";"713335";"711774";"711023";"712153"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A17-OQ) - Grand Est";"010567765";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"667885";"666776";"664925";"663923";"664254";"663327";"663072";"664766";"662402";"661827";"663275";"664540";"668028";"667826";"668941";"669535";"670203";"668683";"669931";"668252";"668362";"669137";"669168";"669255";"668879";"670456";"670502";"668076";"668026";"667943";"666224";"666655";"666056";"666053";"666376"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A17-OQ) - Nouvelle-Aquitaine";"010567768";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"702345";"703785";"704965";"703003";"704983";"704813";"707553";"709474";"712652";"712249";"715356";"718758";"723536";"723653";"725659";"727074";"727600";"726472";"728032";"727812";"728576";"730030";"730982";"733149";"733644";"735134";"736136";"736374";"736134";"735546";"734407";"733796";"736440";"736624";"736973"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A17-OQ) - Occitanie";"010567769";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"672026";"670927";"672922";"671166";"672746";"674028";"677401";"677747";"677140";"679848";"681380";"684156";"690255";"691795";"694168";"697229";"697224";"696836";"700156";"699810";"702854";"702106";"704588";"708352";"710515";"712894";"713354";"714805";"714905";"714710";"713747";"715379";"715600";"716578";"719632"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A17-OQ) - Auvergne-Rhône-Alpes";"010567770";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"892131";"892934";"893088";"890649";"894473";"896524";"899140";"901617";"903991";"907623";"911735";"909762";"916839";"916125";"918351";"918670";"923436";"922560";"925071";"925498";"926049";"925904";"928605";"930514";"930694";"932659";"932564";"932268";"930937";"931155";"928575";"928704";"929491";"929309";"930905"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A17-OQ) - France métropolitaine";"010599702";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7559199";"7564942";"7568497";"7557137";"7564706";"7577374";"7589331";"7605065";"7603931";"7608659";"7631107";"7643867";"7698102";"7712422";"7715027";"7725804";"7746088";"7741890";"7760957";"7752831";"7761715";"7765852";"7781042";"7792083";"7798947";"7813115";"7818680";"7809794";"7801226";"7803548";"7787065";"7793444";"7797669";"7796906";"7809690"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A5-AZ) - Île-de-France";"010567418";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5365";"5501";"5540";"5143";"5228";"5480";"5464";"5340";"5300";"5250";"5317";"5263";"5661";"5554";"5561";"5738";"5634";"5658";"5799";"5646";"5703";"5537";"5490";"5451";"5465";"5452";"5452";"5415";"5369";"5411";"5391";"5418";"5389";"5374";"5401"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A5-AZ) - Centre-Val de Loire";"010567419";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12973";"13209";"13501";"13497";"13569";"13438";"13332";"12189";"13594";"14028";"13926";"14048";"14248";"14549";"14931";"14418";"14516";"14189";"14761";"14855";"14452";"14042";"14099";"14256";"14145";"14250";"14213";"14013";"14021";"14348";"14289";"14385";"14486";"14538";"14612"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A5-AZ) - Pays de la Loire";"010567424";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25606";"25148";"25665";"25576";"25354";"25718";"25085";"23350";"26343";"26345";"25827";"25931";"27114";"27877";"28263";"27944";"27017";"26761";"27944";"28274";"27396";"26617";"26683";"26150";"27455";"27783";"27710";"27621";"27462";"27797";"27913";"27990";"28042";"28120";"28508"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A5-AZ) - Bretagne";"010567425";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"22246";"22783";"22960";"20735";"21159";"21635";"21944";"21278";"22503";"22114";"20784";"21221";"23567";"23765";"23533";"24158";"23587";"23457";"24347";"24510";"24034";"24259";"24932";"24928";"24687";"25613";"25846";"25574";"25960";"26070";"25861";"26053";"26391";"26328";"26474"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A5-AZ) - Provence-Alpes-Côte d'Azur";"010567429";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20791";"19382";"19025";"18991";"20245";"20325";"20104";"17304";"20051";"19652";"20386";"21693";"20739";"20812";"20766";"21803";"20783";"21007";"21356";"20582";"21334";"21086";"22340";"21602";"21404";"22056";"21651";"21539";"21669";"22074";"22396";"22459";"22051";"22432";"22381"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Agriculture (A5-AZ) - Corse";"010567430";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1377";"1491";"1541";"1554";"1511";"1547";"1636";"1590";"1652";"1598";"1629";"1602";"1680";"1686";"1684";"1753";"1793";"1804";"1887";"1959";"1861";"2062";"2023";"2069";"2123";"2241";"2204";"2203";"2234";"2287";"2350";"2403";"2432";"2480";"2550"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A5-OQ) - Île-de-France";"010567646";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1439100";"1441548";"1443190";"1442253";"1440777";"1444513";"1444463";"1446846";"1445790";"1446912";"1454553";"1449457";"1464461";"1467887";"1463970";"1464987";"1471284";"1467851";"1471901";"1470691";"1472078";"1473925";"1476290";"1476202";"1479610";"1482044";"1484591";"1482432";"1483152";"1483861";"1481756";"1485950";"1485624";"1485749";"1486935"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A5-OQ) - Centre-Val de Loire";"010567647";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"295572";"295722";"295564";"295426";"295398";"296378";"296502";"297578";"297337";"295567";"295819";"294846";"297427";"297578";"296600";"297786";"297775";"298167";"298312";"297961";"297973";"298638";"298719";"298627";"298443";"299061";"299372";"299428";"298515";"298610";"297836";"297555";"297912";"297596";"298304"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A5-OQ) - Pays de la Loire";"010567652";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"407515";"408381";"409284";"407364";"408100";"407963";"410041";"411479";"411963";"412035";"411671";"414119";"416798";"417223";"418371";"419246";"420178";"420318";"421500";"421958";"422447";"422927";"424065";"425669";"425980";"427146";"427007";"426840";"427591";"427898";"426858";"427778";"428265";"428748";"429669"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A5-OQ) - Bretagne";"010567653";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"402098";"404235";"404622";"403217";"403510";"404308";"404946";"406279";"404872";"405088";"405506";"410201";"410607";"413492";"413857";"412974";"414120";"415860";"417359";"416158";"415473";"416284";"417571";"415716";"415794";"417125";"418159";"417715";"418836";"419798";"420654";"419526";"420843";"421266";"421912"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A5-OQ) - Provence-Alpes-Côte d'Azur";"010567657";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"608647";"609414";"609391";"610745";"611022";"613686";"613932";"614920";"614561";"613997";"616721";"617491";"622912";"626076";"624574";"626917";"629935";"630539";"632123";"629871";"633638";"633807";"636876";"637579";"639531";"639936";"640682";"638911";"637433";"638594";"638466";"639137";"639302";"638641";"639763"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Tertiaire non marchand (A5-OQ) - Corse";"010567658";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"39103";"38943";"38984";"39111";"39029";"39156";"39291";"39443";"39679";"39798";"39900";"40025";"40375";"40577";"40668";"40953";"41107";"41214";"41229";"41240";"41409";"41309";"41497";"41629";"41331";"41346";"41399";"41124";"41058";"41085";"41045";"41112";"41089";"41170";"41320"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P"
"Emploi salarié en fin de trimestre - Ensemble des salariés - Île-de-France";"010567988";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5586031";"5602356";"5614876";"5615401";"5622339";"5626230";"5635291";"5628853";"5624269";"5620395";"5626614";"5628194";"5652758";"5657798";"5659317";"5658083";"5666531";"5666657";"5683237";"5686180";"5694208";"5699159";"5712707";"5724405";"5731349";"5766269";"5787192";"5802493";"5830608";"5842394";"5852211";"5876285";"5900364";"5926577";"5945310"
